event,file,A_baseline_mV,A_positive_excursion_mV,A_positive_time_ns,A_negative_excursion_mV,A_negative_time_ns,B_baseline_mV,B_positive_excursion_mV,B_positive_time_ns,B_negative_excursion_mV,B_negative_time_ns,C_baseline_mV,C_positive_excursion_mV,C_positive_time_ns,C_negative_excursion_mV,C_negative_time_ns,D_baseline_mV,D_positive_excursion_mV,D_positive_time_ns,D_negative_excursion_mV,D_negative_time_ns
0,event_000000.csv,0.0,39.98524,-92.0,-39.98524,-16.0,0.0,39.52387,104.0,-39.52387,-92.0,118.8792,79.20150000000001,192.0,-39.67766999999999,-8.0,23.80659,23.806600000000003,0.0,-7.93553,-68.0
1,event_000001.csv,0.0,39.98524,-72.0,-39.98524,96.0,0.0,39.52387,-68.0,-39.52387,-72.0,118.8792,118.8792,20.0,-79.35533,44.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
2,event_000002.csv,0.0,39.98524,-100.0,-39.98524,68.0,0.0,39.52387,-64.0,-39.52387,-100.0,118.8792,79.20150000000001,8.0,-79.35533,36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-28.0
3,event_000003.csv,0.0,79.97047,108.0,-39.98524,-76.0,0.0,39.52387,-60.0,-39.52387,-88.0,118.8792,79.20150000000001,-100.0,-39.67766999999999,-76.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
4,event_000004.csv,0.0,39.98524,-84.0,-39.98524,-56.0,0.0,39.52387,-60.0,-39.52387,-32.0,118.8792,79.20150000000001,-100.0,-39.67766999999999,-56.0,31.74213,15.871060000000003,0.0,-15.87107,-48.0
5,event_000005.csv,0.0,39.98524,-88.0,-39.98524,-44.0,0.0,39.52387,-72.0,-39.52387,-68.0,118.8792,118.8792,16.0,-39.67766999999999,-44.0,23.80659,23.806600000000003,0.0,-23.80659,20.0
6,event_000006.csv,0.0,39.98524,-100.0,-39.98524,36.0,0.0,39.52387,-48.0,-39.52387,100.0,118.8792,79.20150000000001,24.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
7,event_000007.csv,0.0,39.98524,-76.0,0.0,-100.0,0.0,39.52387,-12.0,-39.52387,-32.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-20.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
8,event_000008.csv,0.0,39.98524,-92.0,-39.98524,16.0,0.0,39.52387,-92.0,-39.52387,-56.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-24.0,23.80659,23.806600000000003,0.0,-15.871058999999999,88.0
9,event_000009.csv,0.0,39.98524,-88.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-76.0,158.5568,39.5239,-28.0,-79.35527,-8.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-28.0
10,event_000010.csv,0.0,39.98524,-100.0,-39.98524,156.0,0.0,39.52387,-100.0,0.0,-96.0,118.8792,79.20150000000001,-28.0,-39.67766999999999,-96.0,23.80659,23.806600000000003,0.0,-7.93553,-72.0
11,event_000011.csv,0.0,79.97047,36.0,0.0,-100.0,0.0,39.52387,-56.0,-39.52387,-36.0,118.8792,118.8792,16.0,-79.35533,40.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
12,event_000012.csv,0.0,39.98524,-68.0,0.0,-100.0,0.0,39.52387,-64.0,-39.52387,60.0,158.5568,39.5239,-88.0,-119.03293000000001,44.0,23.80659,23.806600000000003,0.0,-31.742121,32.0
13,event_000013.csv,0.0,39.98524,-96.0,-39.98524,-52.0,0.0,39.52387,-80.0,-39.52387,-92.0,118.8792,79.20150000000001,16.0,-39.67766999999999,-40.0,31.74213,15.871060000000003,0.0,-15.87107,20.0
14,event_000014.csv,0.0,39.98524,-68.0,0.0,-100.0,0.0,39.52387,-72.0,-39.52387,-36.0,118.8792,79.20150000000001,72.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
15,event_000015.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-100.0,118.8792,79.20150000000001,-16.0,-39.67766999999999,-4.0,27.77436,19.83883,0.0,-11.903300000000002,16.0
16,event_000016.csv,0.0,39.98524,-76.0,0.0,-100.0,0.0,79.20153,196.0,-39.52387,-72.0,118.8792,79.20150000000001,-88.0,-39.67766999999999,32.0,23.80659,23.806600000000003,0.0,-15.871058999999999,16.0
17,event_000017.csv,0.0,39.98524,-96.0,-39.98524,12.0,0.0,39.52387,-72.0,-39.52387,-44.0,118.8792,79.20150000000001,-48.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
18,event_000018.csv,0.0,39.98524,-100.0,-39.98524,112.0,0.0,39.52387,-80.0,-39.52387,-68.0,118.8792,118.8792,8.0,-79.35533,32.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
19,event_000019.csv,0.0,79.97047,-72.0,0.0,-92.0,0.0,39.52387,-88.0,0.0,-100.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-44.0,23.80659,23.806600000000003,0.0,-7.93553,-60.0
20,event_000020.csv,0.0,39.98524,-96.0,-39.98524,164.0,0.0,39.52387,-80.0,-39.52387,-92.0,118.8792,118.8792,56.0,-79.35533,-92.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
21,event_000021.csv,0.0,39.98524,-80.0,-39.98524,12.0,0.0,39.52387,-96.0,-39.52387,4.0,118.8792,79.20150000000001,-28.0,-39.67766999999999,-4.0,15.87106,31.742130000000003,0.0,-7.935529,-36.0
22,event_000022.csv,0.0,39.98524,-60.0,-39.98524,188.0,0.0,79.20153,-88.0,-39.52387,-20.0,118.8792,39.67760000000001,-76.0,-39.67766999999999,-100.0,31.74213,15.871060000000003,0.0,-15.87107,8.0
23,event_000023.csv,0.0,39.98524,-56.0,0.0,-100.0,0.0,39.52387,-72.0,-39.52387,-60.0,118.8792,118.8792,8.0,-79.35533,32.0,23.80659,23.806600000000003,0.0,-7.93553,12.0
24,event_000024.csv,0.0,79.97047,124.0,0.0,-100.0,0.0,39.52387,-92.0,-39.52387,-88.0,158.5568,39.5239,-36.0,-79.35527,-64.0,23.80659,23.806600000000003,0.0,-23.80659,-36.0
25,event_000025.csv,0.0,39.98524,-84.0,-39.98524,-40.0,0.0,39.52387,-76.0,-39.52387,-96.0,158.5568,39.5239,16.0,-79.35527,0.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
26,event_000026.csv,0.0,39.98524,-64.0,-39.98524,-68.0,0.0,39.52387,-72.0,-39.52387,-84.0,118.8792,79.20150000000001,-76.0,-79.35533,-92.0,23.80659,23.806600000000003,0.0,-7.93553,-76.0
27,event_000027.csv,0.0,39.98524,-72.0,0.0,-100.0,0.0,39.52387,-84.0,-39.52387,136.0,118.8792,79.20150000000001,-28.0,-79.35533,-8.0,19.838825,27.774365000000003,0.0,-11.903293999999999,-60.0
28,event_000028.csv,0.0,39.98524,-88.0,-39.98524,148.0,0.0,39.52387,-52.0,-39.52387,-92.0,158.5568,39.5239,200.0,-79.35527,-76.0,23.80659,23.806600000000003,0.0,-7.93553,-92.0
29,event_000029.csv,0.0,39.98524,-96.0,-39.98524,124.0,0.0,39.52387,-72.0,-39.52387,-28.0,158.5568,39.5239,20.0,-79.35527,-56.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
30,event_000030.csv,0.0,39.98524,-20.0,-39.98524,140.0,0.0,39.52387,-40.0,-39.52387,-92.0,118.8792,79.20150000000001,-80.0,-79.35533,32.0,23.80659,23.806600000000003,0.0,-7.93553,-76.0
31,event_000031.csv,0.0,39.98524,-100.0,-39.98524,144.0,0.0,39.52387,-88.0,-39.52387,28.0,118.8792,79.20150000000001,12.0,-79.35533,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
32,event_000032.csv,0.0,39.98524,-100.0,-39.98524,144.0,0.0,39.52387,4.0,-39.52387,-96.0,118.8792,79.20150000000001,-28.0,-39.67766999999999,-48.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
33,event_000033.csv,0.0,39.98524,-84.0,-39.98524,28.0,0.0,39.52387,-72.0,-39.52387,-60.0,118.8792,79.20150000000001,16.0,-39.67766999999999,-56.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
34,event_000034.csv,0.0,39.98524,0.0,-39.98524,128.0,0.0,39.52387,80.0,-39.52387,-12.0,158.5568,118.87919999999997,12.0,-119.03293000000001,-52.0,23.80659,23.806600000000003,0.0,-23.80659,16.0
35,event_000035.csv,0.0,39.98524,-80.0,-39.98524,-92.0,0.0,39.52387,-72.0,-39.52387,-68.0,118.8792,79.20150000000001,-80.0,-79.35533,44.0,31.74213,15.871060000000003,0.0,-23.806599,28.0
36,event_000036.csv,0.0,39.98524,-96.0,-39.98524,124.0,0.0,39.52387,-56.0,-39.52387,12.0,118.8792,118.8792,-48.0,-118.8792,36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,24.0
37,event_000037.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-80.0,-39.52387,-92.0,118.8792,79.20150000000001,24.0,-39.67766999999999,-84.0,23.80659,23.806600000000003,0.0,-23.80659,20.0
38,event_000038.csv,0.0,39.98524,-52.0,-39.98524,24.0,0.0,39.52387,-84.0,0.0,-100.0,118.8792,79.20150000000001,-48.0,-79.35533,176.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
39,event_000039.csv,0.0,39.98524,-96.0,-39.98524,64.0,0.0,39.52387,-100.0,-39.52387,-40.0,118.8792,79.20150000000001,-76.0,-39.67766999999999,-100.0,15.87106,31.742130000000003,0.0,-7.935529,-72.0
40,event_000040.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-92.0,-39.52387,-76.0,158.5568,118.87919999999997,164.0,-119.03293000000001,132.0,23.80659,23.806600000000003,0.0,-15.871058999999999,28.0
41,event_000041.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,79.20153,108.0,-39.52387,-8.0,158.5568,79.20159999999998,-88.0,-79.35527,-64.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
42,event_000042.csv,0.0,39.98524,-84.0,0.0,-100.0,0.0,39.52387,-28.0,-39.52387,88.0,118.8792,79.20150000000001,-36.0,-79.35533,40.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
43,event_000043.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,-76.0,118.8792,118.8792,-40.0,-79.35533,116.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
44,event_000044.csv,0.0,39.98524,-92.0,-39.98524,-4.0,0.0,39.52387,-68.0,-39.52387,24.0,138.71800000000002,99.04039999999998,20.0,-59.51647000000001,32.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
45,event_000045.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-52.0,-39.52387,-40.0,118.8792,79.20150000000001,12.0,-39.67766999999999,-12.0,31.74213,15.871060000000003,0.0,-23.806599,-40.0
46,event_000046.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,-84.0,138.71800000000002,59.36269999999999,-80.0,-99.19413000000002,124.0,23.80659,23.806600000000003,0.0,-23.80659,-40.0
47,event_000047.csv,0.0,39.98524,-100.0,-39.98524,-28.0,0.0,39.52387,-40.0,-39.52387,140.0,138.71800000000002,59.36269999999999,-24.0,-59.51647000000001,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
48,event_000048.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,39.52387,-96.0,-39.52387,-92.0,118.8792,79.20150000000001,-56.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-7.93553,-40.0
49,event_000049.csv,0.0,39.98524,-100.0,-39.98524,-92.0,0.0,39.52387,-48.0,-39.52387,-36.0,118.8792,118.8792,156.0,-39.67766999999999,-44.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
50,event_000050.csv,0.0,39.98524,-96.0,-39.98524,24.0,0.0,39.52387,4.0,-39.52387,-48.0,118.8792,79.20150000000001,-52.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-7.93553,-40.0
51,event_000051.csv,0.0,39.98524,-88.0,0.0,-100.0,0.0,39.52387,136.0,-39.52387,-36.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-76.0,31.74213,15.871060000000003,0.0,-23.806599,-40.0
52,event_000052.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,-60.0,118.8792,79.20150000000001,12.0,-79.35533,40.0,23.80659,23.806600000000003,0.0,-15.871058999999999,28.0
53,event_000053.csv,0.0,39.98524,-100.0,-39.98524,136.0,0.0,39.52387,-12.0,-39.52387,-36.0,158.5568,39.5239,12.0,-79.35527,-12.0,23.80659,23.806600000000003,0.0,-7.93553,-40.0
54,event_000054.csv,0.0,39.98524,-100.0,-39.98524,-20.0,0.0,39.52387,-88.0,-39.52387,-92.0,118.8792,158.55679999999998,56.0,-118.8792,40.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
55,event_000055.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,-44.0,118.8792,118.8792,8.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
56,event_000056.csv,0.0,39.98524,-100.0,-39.98524,-32.0,0.0,39.52387,-64.0,-39.52387,-100.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-20.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
57,event_000057.csv,0.0,39.98524,-100.0,-39.98524,40.0,0.0,39.52387,-28.0,-39.52387,-56.0,158.5568,79.20159999999998,20.0,-79.35527,0.0,23.80659,23.806600000000003,0.0,-7.93553,-64.0
58,event_000058.csv,0.0,39.98524,4.0,0.0,-100.0,0.0,39.52387,-40.0,-39.52387,-60.0,118.8792,79.20150000000001,-96.0,-79.35533,-8.0,15.87106,31.742130000000003,0.0,-15.87106,-36.0
59,event_000059.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-72.0,-39.52387,28.0,118.8792,79.20150000000001,12.0,-79.35533,36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,24.0
60,event_000060.csv,0.0,39.98524,-100.0,-39.98524,28.0,0.0,39.52387,-88.0,-39.52387,-60.0,118.8792,79.20150000000001,-32.0,-39.67766999999999,-92.0,23.80659,31.742130000000003,0.0,-15.871058999999999,28.0
61,event_000061.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,39.52387,-16.0,-39.52387,-84.0,118.8792,158.55679999999998,16.0,-39.67766999999999,-76.0,23.80659,31.742130000000003,0.0,-15.871058999999999,-28.0
62,event_000062.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-88.0,0.0,-100.0,158.5568,39.5239,16.0,-79.35527,-12.0,15.87106,31.742130000000003,0.0,-7.935529,-40.0
63,event_000063.csv,0.0,39.98524,-100.0,-39.98524,-4.0,0.0,39.52387,-96.0,-39.52387,92.0,158.5568,39.5239,0.0,-119.03293000000001,28.0,23.80659,23.806600000000003,0.0,-7.93553,-72.0
64,event_000064.csv,0.0,39.98524,-80.0,-39.98524,52.0,0.0,39.52387,-96.0,-39.52387,-100.0,118.8792,79.20150000000001,72.0,-39.67766999999999,4.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
65,event_000065.csv,0.0,39.98524,-64.0,-39.98524,-100.0,0.0,39.52387,-80.0,-39.52387,-84.0,158.5568,39.5239,20.0,-79.35527,-20.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
66,event_000066.csv,0.0,79.97047,196.0,-39.98524,-64.0,0.0,39.52387,-92.0,-39.52387,16.0,118.8792,118.8792,104.0,-39.67766999999999,-8.0,23.80659,31.742130000000003,12.0,-7.93553,20.0
67,event_000067.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-4.0,118.8792,79.20150000000001,96.0,-79.35533,172.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
68,event_000068.csv,0.0,39.98524,-68.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,-68.0,118.8792,79.20150000000001,92.0,-79.35533,-12.0,23.80659,23.806600000000003,0.0,-7.93553,-36.0
69,event_000069.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-80.0,-39.52387,20.0,118.8792,158.55679999999998,72.0,-118.8792,44.0,23.80659,23.806600000000003,0.0,-15.871058999999999,24.0
70,event_000070.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-100.0,158.5568,39.5239,16.0,-79.35527,-36.0,15.87106,31.742130000000003,0.0,-7.935529,-40.0
71,event_000071.csv,0.0,39.98524,-84.0,-39.98524,16.0,0.0,39.52387,-68.0,-39.52387,-48.0,118.8792,79.20150000000001,-88.0,-79.35533,0.0,23.80659,23.806600000000003,0.0,-7.93553,-8.0
72,event_000072.csv,0.0,39.98524,-88.0,-39.98524,-20.0,0.0,39.52387,-88.0,-39.52387,-68.0,118.8792,79.20150000000001,-64.0,-39.67766999999999,-8.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
73,event_000073.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,39.52387,-100.0,-39.52387,-32.0,118.8792,79.20150000000001,-36.0,-39.67766999999999,-8.0,23.80659,23.806600000000003,0.0,-7.93553,-64.0
74,event_000074.csv,0.0,39.98524,-100.0,-39.98524,-92.0,0.0,39.52387,-96.0,-39.52387,-92.0,118.8792,118.8792,16.0,-79.35533,36.0,23.80659,23.806600000000003,0.0,-23.80659,28.0
75,event_000075.csv,0.0,39.98524,-72.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-92.0,158.5568,39.5239,-40.0,-79.35527,-44.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
76,event_000076.csv,0.0,39.98524,-100.0,-39.98524,72.0,0.0,39.52387,-60.0,-39.52387,12.0,118.8792,118.8792,12.0,-79.35533,84.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-24.0
77,event_000077.csv,0.0,79.97047,-60.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-68.0,118.8792,118.8792,144.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
78,event_000078.csv,0.0,39.98524,-100.0,-39.98524,64.0,0.0,39.52387,-100.0,-39.52387,8.0,118.8792,79.20150000000001,148.0,-39.67766999999999,0.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-64.0
79,event_000079.csv,0.0,39.98524,-92.0,-39.98524,-80.0,0.0,39.52387,-100.0,-39.52387,56.0,118.8792,79.20150000000001,8.0,-79.35533,128.0,23.80659,23.806600000000003,0.0,-7.93553,-60.0
80,event_000080.csv,0.0,39.98524,-100.0,-39.98524,-80.0,0.0,39.52387,-92.0,-39.52387,-100.0,118.8792,79.20150000000001,48.0,-39.67766999999999,-20.0,23.80659,23.806600000000003,0.0,-15.871058999999999,4.0
81,event_000081.csv,0.0,39.98524,-32.0,-39.98524,-84.0,0.0,39.52387,-88.0,-39.52387,-20.0,118.8792,118.8792,16.0,-79.35533,-4.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
82,event_000082.csv,0.0,39.98524,-72.0,0.0,-100.0,0.0,39.52387,-64.0,-39.52387,12.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-68.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
83,event_000083.csv,0.0,39.98524,-52.0,-39.98524,180.0,0.0,39.52387,-96.0,-39.52387,-92.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-76.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
84,event_000084.csv,0.0,39.98524,-88.0,-39.98524,-44.0,0.0,118.8792,80.0,-39.52387,-52.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-48.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
85,event_000085.csv,0.0,39.98524,-100.0,0.0,-92.0,0.0,39.52387,-76.0,-39.52387,-100.0,118.8792,317.1137,156.0,-39.67766999999999,-8.0,23.80659,23.806600000000003,0.0,-7.93553,-48.0
86,event_000086.csv,0.0,39.98524,-80.0,0.0,-100.0,0.0,39.52387,-56.0,-39.52387,-60.0,118.8792,79.20150000000001,16.0,-79.35533,36.0,23.80659,23.806600000000003,0.0,-7.93553,16.0
87,event_000087.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,39.52387,-100.0,-39.52387,-20.0,158.5568,39.5239,12.0,-79.35527,-60.0,23.80659,31.742130000000003,0.0,-15.871058999999999,-36.0
88,event_000088.csv,0.0,39.98524,-96.0,-39.98524,92.0,0.0,39.52387,-88.0,-39.52387,28.0,158.5568,39.5239,8.0,-119.03293000000001,36.0,31.74213,15.871060000000003,0.0,-15.87107,-76.0
89,event_000089.csv,0.0,39.98524,-80.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,-92.0,118.8792,118.8792,144.0,-39.67766999999999,-100.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
90,event_000090.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-44.0,-39.52387,32.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-16.0,23.80659,23.806600000000003,0.0,-7.93553,-88.0
91,event_000091.csv,0.0,39.98524,-88.0,-39.98524,196.0,0.0,39.52387,-64.0,-39.52387,-44.0,118.8792,79.20150000000001,-72.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
92,event_000092.csv,0.0,39.98524,-76.0,-39.98524,140.0,0.0,39.52387,64.0,-39.52387,-100.0,118.8792,118.8792,192.0,-39.67766999999999,-88.0,23.80659,23.806600000000003,0.0,-7.93553,-40.0
93,event_000093.csv,0.0,39.98524,-100.0,0.0,-96.0,0.0,39.52387,80.0,-39.52387,44.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
94,event_000094.csv,0.0,39.98524,-48.0,-39.98524,72.0,0.0,39.52387,-84.0,-39.52387,-40.0,118.8792,79.20150000000001,-28.0,-39.67766999999999,-8.0,15.87106,31.742130000000003,0.0,-15.87106,-24.0
95,event_000095.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,79.20153,-16.0,0.0,-100.0,118.8792,79.20150000000001,100.0,-39.67766999999999,-36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
96,event_000096.csv,0.0,79.97047,120.0,0.0,-100.0,0.0,39.52387,-80.0,-39.52387,-84.0,138.71800000000002,59.36269999999999,-40.0,-59.51647000000001,-76.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
97,event_000097.csv,0.0,39.98524,-92.0,0.0,-100.0,0.0,39.52387,-100.0,-39.52387,-32.0,118.8792,79.20150000000001,-40.0,-39.67766999999999,-92.0,23.80659,23.806600000000003,0.0,-23.80659,-40.0
98,event_000098.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-24.0,-39.52387,-92.0,118.8792,118.8792,56.0,-79.35533,36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,24.0
99,event_000099.csv,0.0,39.98524,-96.0,-39.98524,60.0,0.0,39.52387,-96.0,-39.52387,76.0,118.8792,158.55679999999998,56.0,-158.40307,128.0,23.80659,23.806600000000003,0.0,-23.80659,20.0
100,event_000100.csv,0.0,39.98524,-80.0,-39.98524,140.0,0.0,39.52387,44.0,-39.52387,28.0,138.71800000000002,99.04039999999998,16.0,-99.19413000000002,-4.0,23.80659,23.806600000000003,0.0,-15.871058999999999,24.0
101,event_000101.csv,0.0,39.98524,-32.0,-39.98524,-84.0,0.0,39.52387,-88.0,-39.52387,4.0,118.8792,79.20150000000001,-16.0,-79.35533,-4.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
102,event_000102.csv,0.0,39.98524,-84.0,0.0,-100.0,0.0,39.52387,-96.0,-39.52387,28.0,158.5568,39.5239,-88.0,-79.35527,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
103,event_000103.csv,0.0,39.98524,-96.0,-39.98524,60.0,0.0,39.52387,-96.0,-39.52387,-4.0,118.8792,118.8792,16.0,-79.35533,-4.0,27.77436,19.83883,0.0,-19.838829,28.0
104,event_000104.csv,0.0,39.98524,-88.0,0.0,-100.0,0.0,39.52387,-64.0,-39.52387,-76.0,118.8792,118.8792,-40.0,-79.35533,-64.0,15.87106,31.742130000000003,0.0,-15.87106,-40.0
105,event_000105.csv,0.0,39.98524,-80.0,0.0,-100.0,0.0,39.52387,-40.0,-39.52387,-84.0,118.8792,79.20150000000001,32.0,-39.67766999999999,-68.0,23.80659,23.806600000000003,0.0,-15.871058999999999,8.0
106,event_000106.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,-88.0,-39.52387,68.0,118.8792,79.20150000000001,-16.0,-39.67766999999999,-36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,28.0
107,event_000107.csv,0.0,39.98524,-96.0,-39.98524,-100.0,0.0,39.52387,-72.0,-39.52387,-44.0,118.8792,79.20150000000001,20.0,-79.35533,172.0,23.80659,23.806600000000003,0.0,-7.93553,-40.0
108,event_000108.csv,0.0,39.98524,-56.0,0.0,-100.0,0.0,39.52387,-80.0,-39.52387,-84.0,158.5568,39.5239,-88.0,-79.35527,-12.0,23.80659,23.806600000000003,0.0,-15.871058999999999,20.0
109,event_000109.csv,0.0,39.98524,-96.0,-39.98524,172.0,0.0,39.52387,-88.0,-39.52387,-36.0,118.8792,79.20150000000001,16.0,-39.67766999999999,-68.0,27.77436,27.77436,0.0,-11.903300000000002,-36.0
110,event_000110.csv,0.0,39.98524,-76.0,-39.98524,16.0,0.0,39.52387,-100.0,-39.52387,72.0,118.8792,79.20150000000001,-76.0,-39.67766999999999,-96.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-40.0
111,event_000111.csv,0.0,39.98524,-88.0,-39.98524,-76.0,0.0,39.52387,-96.0,-39.52387,44.0,118.8792,79.20150000000001,8.0,-39.67766999999999,-72.0,15.87106,31.742130000000003,0.0,-15.87106,-36.0
112,event_000112.csv,0.0,39.98524,-96.0,0.0,-100.0,0.0,39.52387,4.0,-39.52387,16.0,118.8792,118.8792,-20.0,-79.35533,-8.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-16.0
113,event_000113.csv,0.0,39.98524,-28.0,-39.98524,-36.0,0.0,39.52387,-40.0,-39.52387,44.0,118.8792,118.8792,140.0,-39.67766999999999,-36.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-52.0
114,event_000114.csv,0.0,39.98524,-68.0,-39.98524,180.0,0.0,39.52387,-56.0,-39.52387,-84.0,118.8792,79.20150000000001,-56.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-7.93553,-64.0
115,event_000115.csv,0.0,39.98524,-96.0,-39.98524,-100.0,0.0,39.52387,-56.0,0.0,-100.0,118.8792,79.20150000000001,-96.0,-39.67766999999999,-12.0,23.80659,23.806600000000003,0.0,-7.93553,-92.0
116,event_000116.csv,0.0,39.98524,-16.0,-39.98524,108.0,0.0,39.52387,-24.0,-39.52387,-92.0,118.8792,79.20150000000001,64.0,-39.67766999999999,-84.0,23.80659,23.806600000000003,0.0,-15.871058999999999,-36.0
117,event_000117.csv,0.0,39.98524,-88.0,-39.98524,-52.0,0.0,39.52387,-48.0,-39.52387,-92.0,118.8792,118.8792,144.0,-79.35533,-56.0,23.80659,23.806600000000003,0.0,-7.93553,-72.0
