effective_bias_V,temperature_C,accepted_events,total_events
54.79862054043839,20.2634765625,9983,10000
55.200763279202015,20.2533203125,9988,10000
55.599976594700735,20.2533203125,9986,10000
55.99918991019946,20.2431640625,9987,10000
56.401332648963084,20.2431640625,9986,10000
56.800545964461804,20.2330078125,9968,10000
56.99868791057872,20.2380859375,9966,10000
