mu_mV,mu_err_mV,sigma_mV,amp,bg,selected_for_1pe_spacing,selected_index
141.77528694366643,0.1684921088412454,0.9528158318114391,114.25312154046132,32.93436455001002,False,
170.0247713321529,0.4900502835913081,3.538749234330086,200.75650528433667,67.09926394396695,True,1.0
212.11213825378638,0.4308427083339685,4.1731941202700416,46.32119671245166,15.062855234851707,True,2.0
253.92135750823778,0.5872174592997066,3.772030374367435,10.023448565931128,5.422561048338696,True,3.0
