run_name,bias_V,sipm,detector_channel,run_dir,analysis_dir,n_files,n_events_measured,n_accepted,active_scope_channel,median_A_peak_mV,median_B_peak_mV,B_peak_mV_mean,B_peak_mV_median,B_peak_mV_std,B_area_mVns_mean,B_area_mVns_median,B_area_mVns_std,B_rms_mV_mean,B_rms_mV_median,B_rms_mV_std,B_peak_time_ns_mean,B_peak_time_ns_median,B_peak_time_ns_std,B_snr_mean,B_snr_median,B_snr_std,A_peak_mV_mean,A_peak_mV_median,A_peak_mV_std,A_area_mVns_mean,A_area_mVns_median,A_area_mVns_std,A_rms_mV_mean,A_rms_mV_median,A_rms_mV_std,A_peak_time_ns_mean,A_peak_time_ns_median,A_peak_time_ns_std,A_snr_mean,A_snr_median,A_snr_std,detected_peak_count,fit_peak_count,one_pe_height_mV_from_spacing,one_pe_height_spacing_std_mV,one_pe_height_spacing_sem_mV
20260827_55p59V_sipm2_ch2_10000,55.59,sipm2,ch2,/home/muon/brDownVstudy/20260827_55p59V_sipm2_ch2_10000,/home/muon/brDownVstudy/20260827_55p59V_sipm2_ch2_10000/analysis_sipm2_ch2_55p59V,10000,10000,9871,B,5.815604825935614,171.1642951737915,179.54646463874892,171.3612575429495,33.34143358673149,9100.102330883865,8515.696487858551,2558.94044150162,3.7485696164206823,2.394542400950292,4.224931068010238,8.217354866930403,7.99999581,5.207933094533014,69.49200909080864,72.23326308212792,25.570648028103527,7.194553323467235,5.816424899818914,13.19860767909715,-12.684063817815163,8.49983293403739,1244.9735393582284,2.402749658297504,1.9875232480055192,4.064002859337216,99.82299000252964,88.41665952,74.85014784536162,3.7058206070407316,2.9745680195602624,6.466032484879992,4,4,37.35405589217501,7.867263934465967,4.542166950349761
