sipm,breakdown_voltage_V,breakdown_voltage_unc_V,slope_mV_per_V,intercept_mV,r2,fit_rms_mV,n_fit_points
sipm1,51.54886136902659,0.29538226989756555,13.160189082741091,-678.3927626163977,0.9862070956443422,1.0978027019539818,4
sipm2,53.013204775172824,0.364180860600858,15.203948591872596,-806.0100400921424,0.9561901084877709,2.2207286640506205,5
