mu_mV,mu_err_mV,sigma_mV,amp,bg,selected_for_1pe_spacing,selected_index
161.88167630600495,0.42607504365851523,2.4437324547545383,444.84055996921103,98.41488814554225,True,1
215.9924485460728,0.4773056265047153,2.9253735250453436,108.36820821115488,35.52958621543534,True,2
270.78170687147116,1.0060090336598688,5.5749404478228755,22.73609340687395,10.584278624720499,True,3
