mu_mV,mu_err_mV,sigma_mV,sigma_err_mV,amp,bg,peak_index,spacing_to_next_mV
161.89081125453572,0.4519975690214551,2.4478431122514848,0.4968283767114483,461.4667203602816,104.68606526708581,1,0.008438114418254372
161.89924936895397,0.4595076970969837,2.501130109378263,0.5027634176461739,461.58519262405906,101.24540016517626,2,53.99280132309707
215.89205069205104,0.45880581789964653,2.870842951290463,0.5178064203822906,112.86732932670871,37.87989618911061,3,54.47196162818807
270.3640123202391,0.9377745587044815,4.627412089355347,1.2766973998028426,23.5658873697387,12.864411636341382,4,
