event,file,ok_shape,clipped,n_samples,t_min_ns,t_max_ns,A_baseline_mV,A_rms_mV,A_peak_mV,A_peak_time_ns,A_trough_mV,A_trough_time_ns,A_area_mVns,A_snr,B_baseline_mV,B_rms_mV,B_peak_mV,B_peak_time_ns,B_trough_mV,B_trough_time_ns,B_area_mVns,B_snr,accepted,active_scope_channel,passive_scope_channel
19,20260827_55p59V_sipm1_ch0_10000_00019.csv,True,False,2032,-153.99999964,353.749986,-0.8433969270422536,2.0373966280914027,165.44415070704224,4.74999587,-4.5084731329577465,186.74999072,7952.432823003117,81.20370301291183,-2.972188260342052,2.2810475335643807,7.401321680342052,95.7499933,-6.6550261696579485,240.99998919,-16.46071166325516,3.244702958371365,True,A,B
20,20260827_55p59V_sipm1_ch0_10000_00020.csv,True,False,2032,-152.85714264,354.892843,-1.0389221344715447,1.9069202870944626,217.06684571447153,9.64285276,-3.9746109855284555,189.89284766,10695.261962597122,113.83110619962623,-2.713506986280488,2.2643412668409786,7.158019826280488,89.14285051,-6.575370503719513,79.89285078,138.74580410251292,3.1611930282341074,True,A,B
21,20260827_55p59V_sipm1_ch0_10000_00021.csv,True,False,2032,-153.99999964,353.749986,-1.094751246277666,1.9281038094916116,225.81177700627768,14.49999559,-3.9187818737223337,190.74999061,11928.523467164181,117.1159850909781,-2.372069365995976,2.3232900211034773,6.816582205995976,115.99999272,-7.255145064004024,60.74999429,-44.46936704326992,2.934021213054731,True,A,B
22,20260827_55p59V_sipm1_ch0_10000_00022.csv,True,False,2032,-153.99999964,353.749986,-1.2361631923138834,2.094848367659183,143.58359056231387,0.74999598,-3.7773699276861166,174.74999106,8262.530059880051,68.54128097240589,-3.623394882796781,2.5473315873479585,8.06790772279678,9.74999573,-6.24988182720322,66.74999412,175.53323230690134,3.1671996542846332,True,A,B
23,20260827_55p59V_sipm1_ch0_10000_00023.csv,True,False,2032,-153.99999964,353.749986,-0.49361122082494974,1.442639530127528,161.24963844082495,6.99999581,-8.21086608917505,257.74998871,7341.505049264567,111.7740329953184,-2.9784078786720323,2.565072767976791,7.253751768672032,37.99999493,-5.818344101327968,41.49999483,165.91341466381243,2.8278931729462986,True,A,B
24,20260827_55p59V_sipm1_ch0_10000_00024.csv,True,False,2032,-152.74999964,354.999986,-0.786982653597561,1.7057460485138418,269.4723769435975,14.24999564,-4.226550466402439,213.99998999,13862.303173671096,157.9791887417119,-2.992390837235772,2.8800489691672877,7.298492637235773,224.99998968,-5.773602282764227,54.99999448,61.32655138940781,2.5341557436594546,True,A,B
25,20260827_55p59V_sipm1_ch0_10000_00025.csv,True,False,2032,-152.99999964,354.749986,-2.21160327969574,2.007618550548343,157.95409595969574,7.99999581,-2.80192984030426,203.74999027,7516.527570339022,78.67734431750173,-2.071227617505071,2.6284350905471356,10.821841787505072,192.99999057,-11.739056992494929,62.24999427,-219.9818097059697,4.117218578622915,True,A,B
26,20260827_55p59V_sipm1_ch0_10000_00026.csv,True,False,2032,-153.99999964,353.749986,-1.2070143837223342,2.1298700189924036,163.97767478372234,7.2499958,-4.114097296277666,-9.00000374,7902.489181308423,76.98952204665368,-3.289204703199195,2.370129778370245,7.7337175431991945,21.99999538,-5.276862996800805,103.74999307,378.308435132854,3.2629932815396607,True,A,B
27,20260827_55p59V_sipm1_ch0_10000_00027.csv,True,False,2032,-153.99999964,353.749986,-0.7562599307042254,1.8067158770071643,161.26620866070422,4.74999587,-4.257273189295774,168.74999123,7584.52915071536,89.25930784858251,-2.3060049054527156,2.45577130594837,3.2287410754527155,70.999994,-6.982872584547286,146.74999185,-248.81399674388442,1.3147564138533818,True,A,B
28,20260827_55p59V_sipm1_ch0_10000_00028.csv,True,False,2032,-153.33333364,354.416652,-1.778134976902834,1.9457111866038046,164.70257345690283,7.16666182,-3.0047143330971657,173.16665712,7702.546100854599,84.64903454884663,-2.91035466854251,2.0873338803211268,7.35486750854251,178.66665697,-5.84025950145749,62.66666025,172.58336425777122,3.523570224142099,True,A,B
29,20260827_55p59V_sipm1_ch0_10000_00029.csv,True,False,2032,-152.99999964,354.749986,-1.2179305975862067,1.7528012245355513,161.3895461975862,7.99999581,-7.4865467124137925,158.74999154,7477.714125196496,92.07521305808673,-2.5733358445233265,2.625037675787372,7.509974204523326,57.7499944,-7.053878585476674,65.74999417,38.48382059773548,2.8609014924979057,True,A,B
30,20260827_55p59V_sipm1_ch0_10000_00030.csv,True,False,2032,-152.99999964,354.749986,-1.285404518478702,1.914265084367909,168.4852030984787,6.24999585,-4.066465541521298,225.74998965,8051.199566347075,88.0156068636192,-2.6134832810547675,2.4023544453738603,3.5362194510547673,-8.25000374,-6.152509838945232,58.99999436,-126.35502926327804,1.4719807303474122,True,A,B
31,20260827_55p59V_sipm1_ch0_10000_00031.csv,True,False,2032,-152.74999964,354.999986,-1.9653779811382115,2.009648134364729,266.9752046411382,253.99998885,-4.2938492988617885,-5.7500038,17127.42164491788,132.84674071838543,-3.0017057519715444,2.367770873256632,7.446218591971544,100.99999318,-5.748908418028456,136.99999216,175.88781180458886,3.1448222782342174,False,A,B
32,20260827_55p59V_sipm1_ch0_10000_00032.csv,True,False,2032,-153.49999964,354.249986,-1.3066502980202022,1.9079128795401052,259.5343724680202,9.24999576,-3.706882821979798,187.24999072,12966.872527283995,136.03051546597868,-2.970154080060606,2.2280364674383577,7.445424830060606,85.99999359,-6.057282179939394,77.99999381,150.05058319018684,3.341697920510628,True,A,B
33,20260827_55p59V_sipm1_ch0_10000_00033.csv,True,False,2032,-152.88888864,354.861097,-3.324350814410569,2.7617172061793696,210.49398277441057,8.11110681,-1.6891823055894308,183.86110183,10663.979586284318,76.21851444580503,-3.280839669166667,2.650969439016353,7.725352509166667,34.86110605,-6.346374760833333,-9.88889269,58.01126797034831,2.914161285855175,True,A,B
34,20260827_55p59V_sipm1_ch0_10000_00034.csv,True,False,2032,-152.76923064,354.980755,0.8227730868292683,9.141567797438823,328.3787344831707,18.23076452,-5.836306206829268,257.98075774,16439.584227174186,35.92148981000524,-2.8519486354878048,2.2616094197365686,7.281082055487805,169.23076025,-10.220146284512195,211.23075906,61.388416606115804,3.219425066038106,True,A,B
35,20260827_55p59V_sipm1_ch0_10000_00035.csv,True,False,2032,-152.99999964,354.749986,-1.6066776686612574,2.085660290473935,164.76181377866126,5.49999588,-3.4068554513387426,155.74999163,7627.281149578024,78.99743526364095,-3.0029789760851924,2.1373118064751417,7.432112396085193,0.74999601,-6.6242354539148085,157.74999157,178.85085158357413,3.477317803405693,True,A,B
36,20260827_55p59V_sipm1_ch0_10000_00036.csv,True,False,2032,-153.99999964,353.749986,-1.0741118968812875,1.8156887000953397,157.15493770688127,2.74999593,-3.2781267631187125,157.74999154,7517.376704769817,86.5538997398779,-2.803886368853119,2.271418485746247,3.726622538853119,166.74999129,-7.069390341146882,124.74999248,48.32559690471898,1.640658717113849,True,A,B
37,20260827_55p59V_sipm1_ch0_10000_00037.csv,True,False,2032,-152.99999964,354.749986,-1.9581783827789043,2.2531086166462204,157.3469418127789,3.74999593,-2.8246709272210953,181.4999909,7753.0691893637395,69.83548891086828,-2.668167408052738,2.356528646723975,3.252566988052738,57.7499944,-5.944036191947262,4.7499959,-95.00863954844472,1.3802365579448514,True,A,B
38,20260827_55p59V_sipm1_ch0_10000_00038.csv,True,False,2032,-152.99999964,354.749986,-0.44015573744421904,1.6986088740796454,150.10795663744423,2.24999597,-4.911714322555781,169.74999123,6571.110836410727,88.37111293132564,-2.612578627383367,2.480578807287292,6.918680427383368,174.99999108,-7.014635802616633,113.99999281,108.21681643551447,2.789139537537809,True,A,B
39,20260827_55p59V_sipm1_ch0_10000_00039.csv,True,False,2032,-152.83333364,354.916652,-1.0730246152032519,1.90483757769867,266.0828512752032,20.16666147,-3.940508504796748,255.9166548,15371.413137937476,139.68794735594795,-2.1946554361178863,2.162080060435298,6.4546203761178855,22.91666139,-6.602096543882114,19.41666149,-17.001810676585293,2.9853752847701474,True,A,B
40,20260827_55p59V_sipm1_ch0_10000_00040.csv,True,False,2032,-153.99999964,353.749986,-1.2741928116498993,2.162775371328733,156.6629562416499,4.74999587,-3.7393403083501005,186.74999072,7483.201484279464,72.4360737219796,-3.0861842144869214,2.5418963452369736,4.008920384486921,4.99999586,-5.679808905513077,11.99999566,-150.7080137438113,1.577137632696498,True,A,B
41,20260827_55p59V_sipm1_ch0_10000_00041.csv,True,False,2032,-152.99999964,354.749986,-1.5690569853752536,1.9705626540885128,223.65626096537525,9.74999576,-2.7831816746247466,194.74999052,11722.479944771818,113.49868044100727,-2.9267082074036512,1.9119290696423474,7.3558416274036516,182.99999086,-6.700506222596349,35.99999501,-118.80281972904919,3.847340230450946,True,A,B
42,20260827_55p59V_sipm1_ch0_10000_00042.csv,True,False,2032,-153.99999964,353.749986,-0.7506282076458752,1.6765660670493916,150.26463577764588,3.24999591,-4.601241852354125,158.74999151,6872.037285947678,89.62643270127636,-3.068206024507042,2.0203957169393774,7.5127188645070415,225.99998961,-5.682408145492959,247.749989,94.73600604207076,3.7184393143971723,True,A,B
43,20260827_55p59V_sipm1_ch0_10000_00043.csv,True,False,2032,-153.59999964,354.149986,-2.0319147383232323,2.216226235809912,201.72739508832322,9.14999576,-2.9816183816767676,199.14999038,15773.122724100545,91.02292529020743,-3.6123101028282827,2.628731695326966,8.087580852828282,19.89999545,-5.138304067171718,36.14999499,150.27986091785604,3.0766094794707968,True,A,B
44,20260827_55p59V_sipm1_ch0_10000_00044.csv,True,False,2032,-152.99999964,354.749986,-1.3501957017647057,2.000572179501981,183.6521061017647,11.7499957,-4.001674358235295,217.74998987,9493.91498374575,91.79979007179973,-2.6261794752738337,2.285821023139985,11.115351455273833,88.74999352,-7.001034954726167,15.99999558,-113.76443052385498,4.862739183317557,True,A,B
45,20260827_55p59V_sipm1_ch0_10000_00045.csv,True,False,2032,-153.66666664,354.083319,-0.9958404582222223,1.657524787701952,217.03912963822222,11.58332869,-4.017692661777778,143.08332497,10490.027667115828,130.94170974005917,-3.0775270316565657,2.1300813045419997,7.337491971656565,132.33332527,-9.994567888343434,92.3333264,77.80513522641012,3.4447004234114145,True,A,B
46,20260827_55p59V_sipm1_ch0_10000_00046.csv,True,False,2032,-153.99999964,353.749986,-0.7119487908048289,1.8963207913629037,160.88356439080482,4.74999587,-3.7940793891951716,235.74998934,9607.009948831066,84.83984625574678,-3.152898465311871,2.4539574070476573,7.582031885311871,189.74999064,-5.613094654688128,69.74999403,183.60301576644522,3.089716171738193,True,A,B
47,20260827_55p59V_sipm1_ch0_10000_00047.csv,True,False,2032,-153.49999964,354.249986,-0.6401986813939393,2.0260623729111695,163.94911286139393,5.74999585,-4.373334438606061,179.24999095,7516.023587352384,80.9200718859518,-2.508040381414142,2.6213353815778073,3.092439961414142,-8.75000374,-10.564054538585857,186.24999075,-440.77292095216586,1.1797193076273864,True,A,B
48,20260827_55p59V_sipm1_ch0_10000_00048.csv,True,False,2032,-153.99999964,353.749986,-1.5576664922132797,2.0908228566684186,177.7233769422133,6.99999581,-3.4558666277867203,184.74999078,8614.034285872904,85.00164247553865,-2.414523882112676,2.1080503719780026,6.8436573021126765,7.99999578,-6.351469237887323,69.99999402,-53.60277731578366,3.246439171038978,True,A,B
49,20260827_55p59V_sipm1_ch0_10000_00049.csv,True,False,2032,-153.99999964,353.749986,-1.7405118574044265,2.844351522106702,160.0973996774044,5.24999585,-3.4421897325955735,203.24999025,8828.767695204475,56.28608082830297,-1.8649048532394368,2.2915486977943593,2.449304433239437,72.74999395,-7.423972636760564,28.74999519,-481.59661845443924,1.068842410199233,True,A,B
50,20260827_55p59V_sipm1_ch0_10000_00050.csv,True,False,2032,-152.72727264,355.022713,-1.0613971324439917,1.86187808153685,423.19784122244397,18.27272252,-3.7368311275560084,248.52271601,24554.736242014733,227.2962152672874,-2.432471579124236,2.331179033725991,6.876984419124236,171.0227182,-7.440805130875765,64.02272123,0.7478633754278903,2.950002689468493,True,A,B
51,20260827_55p59V_sipm1_ch0_10000_00051.csv,True,False,2032,-153.81818164,353.931804,-2.099627820201613,1.9992465694365393,222.7719758402016,8.68181376,-6.804775869798387,185.93180875,11085.537630154793,111.42796453715405,-2.4793263222379034,2.4387522546421727,6.923839162237903,101.93181113,-6.286666797762096,45.93181271,-102.42580920524591,2.8390908297709836,True,A,B
52,20260827_55p59V_sipm1_ch0_10000_00052.csv,True,False,2032,-153.49999964,354.249986,0.9548299873333335,4.301066244800114,166.39876193266667,5.74999585,-9.859233677333334,186.24999075,7617.213719881673,38.68779331958414,-3.046085669111111,2.387583795515824,7.336808519111111,46.24999471,-6.581128760888889,81.49999371,106.5192776923991,3.072900952373081,True,A,B
53,20260827_55p59V_sipm1_ch0_10000_00053.csv,True,False,2032,-153.99999964,353.749986,-0.5400884195372232,1.8264936340098634,168.50882315953723,14.49999559,-4.473444700462776,170.74999117,8914.59308987601,92.25809497599774,-3.0827804339637823,2.378609909042972,4.005516603963782,4.99999586,-5.683212686036217,7.99999578,-124.1212431454073,1.6839737313527767,True,A,B
54,20260827_55p59V_sipm1_ch0_10000_00054.csv,True,False,2032,-153.66666664,354.083319,-0.320037205090909,1.7560754485026107,167.7505181650909,7.5833288,-4.693495914909091,247.08332202,7641.738858174298,95.52580346597877,-2.4757601440808084,2.2517640964560566,6.766482994080809,10.08332873,-6.29023297591919,190.33332363,-99.23302132337938,3.0049697500418677,True,A,B
55,20260827_55p59V_sipm1_ch0_10000_00055.csv,True,False,2032,-153.33333364,354.416652,-1.6394443727935222,2.2258715567684972,161.81105997279352,9.66666175,-3.3740887472064776,213.41665599,7842.660543013678,72.69559623993288,-2.9963397198178137,1.9264699766812745,3.9190758898178135,191.41665661,-6.630874710182187,59.41666034,-140.00516411242273,2.034330115317549,True,A,B
56,20260827_55p59V_sipm1_ch0_10000_00056.csv,True,False,2032,-153.33333364,354.416652,19.343526165344134,23.207764638955357,143.67319746465586,5.16666188,-24.357059285344135,167.41665729,2428.622869478554,6.190738302451303,-2.5977326382388664,1.9263716084958764,6.888455488238867,244.41665511,-7.029481791761134,155.41665763,-52.85177682804361,3.575870542245698,True,A,B
57,20260827_55p59V_sipm1_ch0_10000_00057.csv,True,False,2032,-153.99999964,353.749986,-1.702451292535211,1.9535591780873498,266.5584693625352,12.74999564,-4.895112447464789,-5.00000386,13093.421992620604,136.44760412300985,-3.2574876092555334,2.0537131861998166,7.502073599255533,91.74999341,-5.508505510744466,171.74999115,7.281804155427629,3.6529315045872317,True,A,B
58,20260827_55p59V_sipm1_ch0_10000_00058.csv,True,False,2032,-153.59999964,354.149986,-1.5607600326262625,2.000346601268486,161.97843886262626,5.14999587,-3.4527730873737372,205.14999021,7737.173550494756,80.9751863801555,-1.5364023006060605,2.911822164760926,5.965535720606061,144.39999193,-7.229590819393938,8.14999578,-133.3880071879313,2.0487294151412776,True,A,B
59,20260827_55p59V_sipm1_ch0_10000_00059.csv,True,False,2032,-153.99999964,353.749986,-0.8628604101408449,5.3919012957413885,147.63942596014084,2.74999593,-4.150672709859155,212.74998999,6362.715206669449,27.381700417392445,-3.1469263635814886,2.38610955660212,7.437649213581489,243.74998911,-6.141951126418512,60.74999429,49.35744039681791,3.1170610724902708,True,A,B
60,20260827_55p59V_sipm1_ch0_10000_00060.csv,True,False,2032,-153.66666664,354.083319,-0.42983348581818176,1.725556928127533,212.4284754558182,8.83332876,-4.583699634181818,195.0833235,10216.970904353433,123.10719628724875,-2.0874963678181815,2.1344328363821004,6.532009207818181,170.0833242,-7.539718062181819,143.33332496,-283.2881487094851,3.060302060799461,True,A,B
61,20260827_55p59V_sipm1_ch0_10000_00061.csv,True,False,2032,-153.59999964,354.149986,7.12523198591919,9.392058590758161,161.81237482408082,7.14999581,-12.138765105919191,219.14998982,5939.116283408906,17.228637711364485,-2.7915409516969696,2.228325169503437,3.7142771216969694,45.39999473,-6.835673478303031,49.14999462,-114.18980914113513,1.6668469990511592,True,A,B
62,20260827_55p59V_sipm1_ch0_10000_00062.csv,True,False,2032,-153.45454564,354.29544,-1.0160682252631579,1.7848923589123216,205.14068675526315,9.29544976,-3.997464894736842,217.29544387,10275.575705974645,114.93168522513697,-2.3371312882186235,2.105497628134098,6.781644128218623,166.29544532,-6.428861831781376,32.29544911,10.026466685254299,3.2209222359602223,True,A,B
63,20260827_55p59V_sipm1_ch0_10000_00063.csv,True,False,2032,-152.90909064,354.840895,-1.0014750512804877,1.8842777162957198,281.02112837128044,11.8409047,-4.012058068719512,167.84090029,13698.53885336172,149.13997333882222,-3.389930096808943,2.428850979834783,7.819063516808944,183.09089986,-10.020501763191056,66.59090315,116.32054907678277,3.2192438242303436,True,A,B
64,20260827_55p59V_sipm1_ch0_10000_00064.csv,True,False,2032,-153.99999964,353.749986,-1.212800821891348,1.9146179123473528,164.22952445189134,9.24999574,-4.139069238108652,252.99998885,7894.428553171724,85.7766572603216,-2.3764633546478877,2.415761686465222,6.820976194647887,63.7499942,-6.404909665352113,249.99998893,-19.065009549736548,2.8235302483948406,True,A,B
65,20260827_55p59V_sipm1_ch0_10000_00065.csv,True,False,2032,-153.99999964,353.749986,-1.3777607992152916,1.8546438623463608,174.7445057992153,6.74999581,-3.6357723207847084,168.74999123,8469.426604698265,94.21997901965999,-2.68360884416499,2.453908177338242,7.12812168416499,139.74999205,-6.9436055858350105,236.74998931,-82.18913018914327,2.9048037534545705,True,A,B
66,20260827_55p59V_sipm1_ch0_10000_00066.csv,True,False,2032,-152.28571464,355.464271,-1.095545173367347,2.709746133983808,267.8278144633673,12.4642807,-3.9179879466326533,162.46427646,13153.225673705167,98.83871079451006,-3.153905904510204,2.950046320522038,7.598418744510203,237.71427433,-5.612087215489796,55.71427948,117.15591661046152,2.5756947244020196,True,A,B
67,20260827_55p59V_sipm1_ch0_10000_00067.csv,True,False,2032,-153.99999964,353.749986,-1.4579045355331994,1.8915503515176302,161.2758214055332,4.74999587,-3.5556285844668007,154.74999163,7739.166449441934,85.26118338649472,-2.8239996574446677,2.4847245018680693,7.237754117444668,163.99999136,-6.803214772555332,140.74999202,-89.97713188647468,2.9129000466664086,True,A,B
68,20260827_55p59V_sipm1_ch0_10000_00068.csv,True,False,2032,-153.99999964,353.749986,-1.7466695956740441,1.922012171826288,161.91828519567403,4.74999587,-3.266863524325956,152.74999168,7746.361796653945,84.24415181607303,-3.074394726861167,2.414200334362448,7.380496526861167,207.74999013,-5.6915983931388325,109.99999289,106.46881016357302,3.057118509102617,True,A,B
69,20260827_55p59V_sipm1_ch0_10000_00069.csv,True,False,2032,-153.49999964,354.249986,-1.8191572443838386,2.164688947366591,170.51070082438383,7.24999581,-2.5330814156161616,170.2499912,8530.253165820986,78.76914650107824,-3.620481138444444,2.5438628565914327,8.064993978444445,2.49999595,-5.145511981555555,42.24999482,269.8305551149501,3.170372945832023,True,A,B
70,20260827_55p59V_sipm1_ch0_10000_00070.csv,True,False,2032,-152.66666664,355.083319,-1.039284054867617,2.0371908165325685,164.0560076848676,8.5833288,-3.974249065132383,174.08332412,7697.659131014412,80.53050620172225,-2.8465439379837068,2.2347908701088377,7.137266787983707,11.08332873,-5.765659662016294,55.08332748,122.27873796046822,3.1937067953191125,True,A,B
71,20260827_55p59V_sipm1_ch0_10000_00071.csv,True,False,2032,-153.99999964,353.749986,-0.5676590981287728,1.6898599233237912,176.3181473781288,7.74999578,-4.445874021871227,172.74999112,8244.1215609278,104.33891291494034,-3.0446270555533204,2.19745176415072,3.96736322555332,56.99999439,-6.58258737444668,26.74999525,-51.27990677181779,1.8054381398841046,True,A,B
72,20260827_55p59V_sipm1_ch0_10000_00072.csv,True,False,2032,-153.83333364,353.916652,-1.4902994841129031,1.858425726153885,219.50209452411292,11.16666169,-3.523233635887097,210.91665604,10686.919025116908,118.11184672867431,-2.654261714637097,2.1225119621918256,7.467868934637097,81.6666597,-7.219014995362904,-5.08333785,-80.42768436135111,3.5184107640671924,True,A,B
73,20260827_55p59V_sipm1_ch0_10000_00073.csv,True,False,2032,-153.99999964,353.749986,-1.464464576277666,2.0548772350898816,164.77337875627765,5.24999585,-3.3183847337223336,158.49999152,7781.305599726721,80.18648313512041,-1.957642613641851,2.727973281640098,6.386776033641851,115.99999272,-7.485024396358148,172.49999112,-228.27110053410337,2.3412164908748765,True,A,B
74,20260827_55p59V_sipm1_ch0_10000_00074.csv,True,False,2032,-152.66666664,355.083319,-2.2189831390631367,2.067547067985663,164.86662717906313,8.83332879,-2.7945499809368632,166.08332434,8134.847989197259,79.7402050632331,-3.5532859163951125,2.4148332451492385,4.137685496395113,18.08332853,-5.735591573604888,90.08332649,-7.809560326198735,1.7134456404833043,True,A,B
