run_name,bias_V,sipm,detector_channel,run_dir,analysis_dir,n_files,n_events_measured,n_accepted,active_scope_channel,median_A_peak_mV,median_B_peak_mV,A_peak_mV_mean,A_peak_mV_median,A_peak_mV_std,A_area_mVns_mean,A_area_mVns_median,A_area_mVns_std,A_rms_mV_mean,A_rms_mV_median,A_rms_mV_std,A_peak_time_ns_mean,A_peak_time_ns_median,A_peak_time_ns_std,A_snr_mean,A_snr_median,A_snr_std,B_peak_mV_mean,B_peak_mV_median,B_peak_mV_std,B_area_mVns_mean,B_area_mVns_median,B_area_mVns_std,B_rms_mV_mean,B_rms_mV_median,B_rms_mV_std,B_peak_time_ns_mean,B_peak_time_ns_median,B_peak_time_ns_std,B_snr_mean,B_snr_median,B_snr_std,detected_peak_count,fit_peak_count,one_pe_height_mV_from_spacing,one_pe_height_spacing_std_mV,one_pe_height_spacing_sem_mV
20260827_55p59V_sipm1_ch0_10000,55.59,sipm1,ch0,/home/muon/brDownVstudy/20260827_55p59V_sipm1_ch0_10000,/home/muon/brDownVstudy/20260827_55p59V_sipm1_ch0_10000/analysis_sipm1_ch0_55p59V,10000,10000,9949,A,172.0065297901811,7.097993333628125,195.16676350088989,172.29603101912778,53.094915090520274,9807.945725165384,8552.845205682974,3328.790136057861,2.511161145776295,1.9750877519602588,2.9386321398938953,9.184009976744395,8.2499958,5.124874196533207,97.42285690443734,90.22409504187921,34.63753483800149,9.138989820583268,7.099211603197556,13.235207301541656,9.391826739122198,7.330930971825467,1084.936190109208,2.8868367898172482,2.3675423157173507,3.040586422781506,104.12347356913962,91.49999342,75.41070613093133,3.8542824810392085,2.969111543114401,5.437202525946048,4,4,36.157733688567795,31.30712501220632,18.075177053350586
