run_name,bias_V,sipm,detector_channel,run_dir,analysis_dir,n_files,n_events_measured,n_accepted,active_scope_channel,median_A_peak_mV,median_B_peak_mV,A_peak_mV_mean,A_peak_mV_median,A_peak_mV_std,A_area_mVns_mean,A_area_mVns_median,A_area_mVns_std,A_rms_mV_mean,A_rms_mV_median,A_rms_mV_std,A_peak_time_ns_mean,A_peak_time_ns_median,A_peak_time_ns_std,A_snr_mean,A_snr_median,A_snr_std,B_peak_mV_mean,B_peak_mV_median,B_peak_mV_std,B_area_mVns_mean,B_area_mVns_median,B_area_mVns_std,B_rms_mV_mean,B_rms_mV_median,B_rms_mV_std,B_peak_time_ns_mean,B_peak_time_ns_median,B_peak_time_ns_std,B_snr_mean,B_snr_median,B_snr_std,detected_peak_count,fit_peak_count,one_pe_height_mV_from_spacing,one_pe_height_spacing_std_mV,one_pe_height_spacing_sem_mV,refined_detected_peak_count,refined_fit_peak_count,refined_selected_peak_count,refined_selected_peak_mus_mV,refined_one_pe_height_mV,refined_one_pe_height_unc_mV,refined_sequence_residual_rms_mV
20260827_55p59V_sipm1_ch0_10000,55.59,sipm1,ch0,/home/muon/brDownVstudy/20260827_55p59V_sipm1_ch0_10000,/home/muon/brDownVstudy/20260827_55p59V_sipm1_ch0_10000/analysis_sipm1_ch0_55p59V,10000,10000,9949,A,172.0065297901811,7.097993333628125,195.16676350088989,172.29603101912778,53.094915090520274,9807.945725165384,8552.845205682974,3328.790136057861,2.511161145776295,1.9750877519602588,2.9386321398938957,9.184009976744395,8.2499958,5.124874196533207,97.42285690443734,90.2240950418792,34.63753483800149,9.138989820583268,7.099211603197556,13.235207301541656,9.391826739122198,7.330930971825467,1084.936190109208,2.886836789817248,2.3675423157173507,3.040586422781506,104.12347356913962,91.49999342,75.41070613093133,3.854282481039209,2.969111543114401,5.437202525946048,4,4,36.1577336885678,31.30712501220632,18.075177053350583,3,3,3,161.882;215.992;270.782,54.450015282733126,0.5462586655225409,0.15992070395929478
20260827_55p59V_sipm2_ch2_10000,55.59,sipm2,ch2,/home/muon/brDownVstudy/20260827_55p59V_sipm2_ch2_10000,/home/muon/brDownVstudy/20260827_55p59V_sipm2_ch2_10000/analysis_sipm2_ch2_55p59V,10000,10000,9871,B,5.815604825935614,171.1642951737915,7.194553323467235,5.816424899818914,13.19860767909715,-12.684063817815163,8.49983293403739,1244.9735393582284,2.402749658297504,1.9875232480055192,4.064002859337216,99.82299000252964,88.41665952,74.85014784536162,3.705820607040732,2.9745680195602624,6.466032484879992,179.54646463874892,171.3612575429495,33.34143358673149,9100.102330883865,8515.696487858551,2558.94044150162,3.7485696164206814,2.394542400950292,4.224931068010238,8.217354866930403,7.99999581,5.207933094533014,69.49200909080864,72.23326308212792,25.570648028103527,4,4,37.35405589217501,7.867263934465967,4.542166950349761,4,4,3,170.025;212.112;253.921,41.94829308804246,0.38241784246891647,0.0655600338785498
