sipm,matched_points,gap_difference_chi_squared,gap_difference_degrees_of_freedom,gap_difference_p_value,weighted_mean_gap_difference_mV_ns,weighted_mean_gap_difference_uncertainty_mV_ns,weighted_mean_gap_difference_z,positive_gap_differences,negative_gap_differences,exploratory_two_sided_sign_test_p_value,rms_fractional_gap_difference_pct,maximum_absolute_standardized_gap_difference,original_vbr_V,repeat_vbr_V,vbr_difference_V,vbr_combined_fit_uncertainty_V,vbr_difference_fit_z,vbr_combined_internal_uncertainty_V,vbr_difference_internal_z,fit_weighted_combined_vbr_V,fit_weighted_combined_vbr_uncertainty_V,height_crosscheck_difference_V,original_charge_slope_mV_ns_per_V,repeat_charge_slope_mV_ns_per_V,charge_slope_change_pct
SIPM1,6,3.1197939498129186,6,0.7936682561823887,-11.186504722004821,7.391076821957846,-1.5135148763129205,0,6,0.03125,0.6448889927240217,1.1010945785944177,50.63041900675912,50.63177533651963,0.0013563297605116986,0.057651298162213434,0.023526439191280554,0.25002745190163433,0.005424723366157829,50.63111084484636,0.028819789542384927,0.02524395296827464,532.6693535140732,531.1042929225088,-0.2938146490387705
SIPM2,5,0.6660338322222926,5,0.9847806837620454,-4.437718467553543,11.768537480064216,-0.3770832590770937,1,4,0.375,0.8662421569272682,0.5139050855307612,51.92023670581051,51.948748595962016,0.028511890151506236,0.15979103445181414,0.17843235228634904,0.26029299850148563,0.10953767606370521,51.93542011950516,0.07972625536272046,0.023482150002891444,547.2744563705228,550.9350116822873,0.66887011976422
