sipm,tag,commanded_bias_v,measured_bias_v,temperature_corrected_bias_v,temperature_c,accepted_events,total_events,expected_gap_mV_ns,fitted_gap_mV_ns,fitted_gap_unc_mV_ns,reference_residual_mV_ns,reference_residual_pct,reduced_deviance,delta_bic_comb_over_single,multistart_relative_spread,validated,reason
SIPM1,bias_52p000,52.000950824257,52.000950824257,51.985077777382,20.293945312500014,4094,10000,720.2766225748104,639.3295511246735,49.77055895485569,-80.94707145013695,-11.238331067968197,1.1307980356415788,1.341603828840249,,False,multiple populations are not preferred by BIC; comb spacing is not stable across initial values
SIPM1,bias_52p200,52.200151606270694,52.200151606270694,52.184826996895694,20.2837890625,5375,10000,826.470546232017,697.8925905561398,21.2316548656807,-128.5779556758772,-15.5574758546545,1.357768504918624,26.12485599148775,0.0029018392106522407,True,resolved
SIPM1,bias_52p400,52.39935238828438,52.39935238828438,52.38485043515938,20.268554687499975,6765,10000,932.8102545139299,895.1056712785044,23.772477097945,-37.7045832354255,-4.042042103736591,1.227041305866141,72.46850510225022,,False,constrained comb fit failed; comb spacing is not stable across initial values; adjacent populations are not sufficiently separated
SIPM1,bias_52p600,52.59855317029806,52.59855317029806,52.58651918592306,20.222851562500033,6596,10000,1040.024670544099,983.2475986279921,15.794390853082811,-56.777071916106934,-5.459204336605155,1.2235264971417719,214.95422874136872,0.001033999732522523,True,resolved
SIPM1,bias_52p800,52.79962453967987,52.79962453967987,52.78896164905487,20.19746093749999,7418,10000,1147.650420107154,1101.3443811945024,16.30430549881242,-46.30603891265173,-4.0348557453870155,1.5648553667887408,267.6743086880481,0.0009505150547164441,True,resolved
SIPM1,bias_53p000,53.00069590906169,53.00069590906169,52.99140411218669,20.17207031249995,8357,10000,1255.2761696702169,1177.0073074797815,13.444513096340875,-78.26886219043536,-6.2351906362564,1.8019571662935823,595.9860514579201,0.0009046446826755069,True,resolved
SIPM1,bias_53p200,53.198837855178596,53.198837855178596,53.190105042678596,20.16171875,6867,10000,1360.9127848952726,1324.0996665890455,15.301382333257529,-36.813118306227125,-2.7050314108894224,1.9092652340959329,582.339596650304,0.00024733093126422934,True,resolved
SIPM1,bias_53p400,53.39990922456041,53.39990922456041,53.39309594331041,20.12617187499994,8887,10000,1468.8301037077515,1446.6250815396568,15.669002681828948,-22.20502216809473,-1.5117488477423522,2.7954816322717853,939.5121256928553,0.0005936333398257664,True,resolved
